send_time,text
2022-01-24,这哥们就是贩卖焦虑的经典案例
2022-01-24,这哥们有点水啊
2022-01-24,自动驾驶的国标都出来了 为什么还用sea的标准？
2022-01-24,这辈子都别想L5
2022-01-24,一切。。。。。。
2022-01-24,那叫辅助驾驶好吧
2022-01-24,这种现阶段人也避免不了
2022-01-24,传导器还行，写文稿的没上过工科大学吧
2022-01-24,无良销售可以把自动辅助驾驶称呼为自动驾驶，你也这么认为？
2022-01-24,下架吧，自动辅助驾驶或智能辅助驾驶不等同于自动驾驶
2022-01-24,只要都用自动驾驶，原则上就没啥车祸了
2022-01-24,极狐 介于L3 和L4之间
2022-01-24,工程伦理呗
2022-01-24,汽车必须遵循法规，让速不让道。不然就是自动驾驶开发人员以故意杀人罪处理！
2022-01-24,如果交通规划本身不合理不科学怎么办呢？
2022-01-24,或许会高一纳米，但自动驾驶难点不在于这个
2022-01-24,油车智能化可不差吧
2022-01-24,新能源最多就是好控制车辆，但这不是自动驾驶的难点。新能源和科技智能化没有关系
2022-02-05,这是伦理问题，和人有关，与自动驾驶无关
2022-02-05,小看深度学习了，有6万辆L4实测车，超算很快学会如何处理
2022-02-05,测试的自动驾驶事故率，和人工驾驶的事故率比较，谁高？
2022-02-05,人工驾驶车遇到这样的问题，怎么办呢？
2022-02-05,什么破节目
2022-02-05,电车难题能难住电车吗？
2022-02-05,最优解;牺牲当前车内人员
2022-02-05,飞虎是啥
2022-02-05,机器人比那些没素质的司机好多了
2022-02-05,有点扯，自动驾驶和驱动方式有啥必然联系？
2022-02-05,驾驶辅助系统不等于自动驾驶
2022-02-05,你们真的是专业的媒体么 我笑了
2022-02-05,自动驾驶都没刹车吗
2022-02-05,前面几句就是屁话，吓唬谁？以为观众都不知道代码有权重比？安全大于一切，OK？
2022-02-05,懂车帝的视频质量开始向百家号看齐
2022-02-05,大家别急，华为来了
2022-02-05,一点都不严谨咯
2022-02-05,道路数据，危
2022-02-05,能不能说清楚，现在哪有自动驾驶，全是辅助驾驶
2022-02-05,太扯了，关了
2022-02-05,看好自动无人机，需要一定门槛
2022-02-05,还有谁
2022-02-05,这些都是碰撞前就推出系统好吧，让驾驶员接管了
2022-02-05,目前不是全自动驾驶，只是自动驾驶，是两个概念好吧
2022-02-05,鬼探头了解下
2022-02-05,非蠢即坏
2022-02-05,下架吧   这个视频
2022-02-05,因噎废食吗
2022-02-05,比亚迪汉？ 
2022-02-05,扯淡么。。。这
2022-02-05,自动驾驶的未来一定是所有的车辆都使用自动驾驶，人才是最不可控的
2022-02-05,这两句话有联系么？
2022-02-05,说的我能活到L5出来一样
2022-02-05,辅助驾驶是自动驾驶？
2022-02-05,更多离谱的车祸这话说的不对吧。。。
2022-02-05,做好了去世的准备
2022-02-05,撞校车，因为一般合格的校车都是比较坚固
2022-02-05,emmm 在未来“过渡期”需要买G55这类车 保安全了
2022-02-05,人家还有后台监视着，必要时刻可以远程遥控驾驶
2022-02-05,选择自己撞车，那我肯定不会买这辆车
2022-02-05,这哥们就是贩卖焦虑的经典案例
2022-02-05,这哥们有点水啊
2022-02-05,自动驾驶的国标都出来了 为什么还用sea的标准？
2022-02-05,这辈子都别想L5
2022-02-05,一切。。。。。。
2022-02-05,那叫辅助驾驶好吧
2022-02-05,这种现阶段人也避免不了
2022-02-05,传导器还行，写文稿的没上过工科大学吧
2022-02-05,无良销售可以把自动辅助驾驶称呼为自动驾驶，你也这么认为？
2022-02-05,下架吧，自动辅助驾驶或智能辅助驾驶不等同于自动驾驶
2022-02-05,只要都用自动驾驶，原则上就没啥车祸了
2022-02-05,极狐 介于L3 和L4之间
2022-02-05,工程伦理呗
2022-02-05,汽车必须遵循法规，让速不让道。不然就是自动驾驶开发人员以故意杀人罪处理！
2022-02-05,如果交通规划本身不合理不科学怎么办呢？
2022-02-05,或许会高一纳米，但自动驾驶难点不在于这个
2022-02-05,油车智能化可不差吧
2022-02-05,新能源最多就是好控制车辆，但这不是自动驾驶的难点。新能源和科技智能化没有关系
2022-02-08,电车问题
2022-02-08,这是伦理问题，和人有关，与自动驾驶无关
2022-02-08,小看深度学习了，有6万辆L4实测车，超算很快学会如何处理
2022-02-08,测试的自动驾驶事故率，和人工驾驶的事故率比较，谁高？
2022-02-08,人工驾驶车遇到这样的问题，怎么办呢？
2022-02-08,什么破节目
2022-02-08,电车难题能难住电车吗？
2022-02-08,最优解;牺牲当前车内人员
2022-02-08,飞虎是啥
2022-02-08,机器人比那些没素质的司机好多了
2022-02-08,有点扯，自动驾驶和驱动方式有啥必然联系？
2022-02-08,驾驶辅助系统不等于自动驾驶
2022-02-08,你们真的是专业的媒体么 我笑了
2022-02-08,自动驾驶都没刹车吗
2022-02-08,前面几句就是屁话，吓唬谁？以为观众都不知道代码有权重比？安全大于一切，OK？
2022-02-08,懂车帝的视频质量开始向百家号看齐
2022-02-08,大家别急，华为来了
2022-02-08,一点都不严谨咯
2022-02-08,道路数据，危
2022-02-08,能不能说清楚，现在哪有自动驾驶，全是辅助驾驶
2022-02-08,太扯了，关了
2022-02-08,看好自动无人机，需要一定门槛
2022-02-08,还有谁
2022-02-08,这些都是碰撞前就推出系统好吧，让驾驶员接管了
2022-02-08,目前不是全自动驾驶，只是自动驾驶，是两个概念好吧
2022-02-08,鬼探头了解下
2022-02-08,非蠢即坏
2022-02-08,下架吧   这个视频
2022-02-08,因噎废食吗
2022-02-08,比亚迪汉？ 
2022-02-08,扯淡么。。。这
2022-02-08,自动驾驶的未来一定是所有的车辆都使用自动驾驶，人才是最不可控的
2022-02-08,这两句话有联系么？
2022-02-08,说的我能活到L5出来一样
2022-02-08,辅助驾驶是自动驾驶？
2022-02-08,更多离谱的车祸这话说的不对吧。。。
2022-02-08,做好了去世的准备
2022-02-08,撞校车，因为一般合格的校车都是比较坚固
2022-02-08,emmm 在未来“过渡期”需要买G55这类车 保安全了
2022-02-08,人家还有后台监视着，必要时刻可以远程遥控驾驶
2022-02-08,选择自己撞车，那我肯定不会买这辆车
2022-02-08,这哥们就是贩卖焦虑的经典案例
2022-02-08,这哥们有点水啊
2022-02-08,自动驾驶的国标都出来了 为什么还用sea的标准？
2022-02-08,这辈子都别想L5
2022-02-08,一切。。。。。。
2022-02-08,那叫辅助驾驶好吧
2022-02-08,这种现阶段人也避免不了
2022-02-08,传导器还行，写文稿的没上过工科大学吧
2022-02-08,无良销售可以把自动辅助驾驶称呼为自动驾驶，你也这么认为？
2022-02-08,下架吧，自动辅助驾驶或智能辅助驾驶不等同于自动驾驶
2022-02-08,只要都用自动驾驶，原则上就没啥车祸了
2022-02-08,极狐 介于L3 和L4之间
2022-02-08,工程伦理呗
2022-02-08,汽车必须遵循法规，让速不让道。不然就是自动驾驶开发人员以故意杀人罪处理！
2022-02-08,如果交通规划本身不合理不科学怎么办呢？
2022-02-08,或许会高一纳米，但自动驾驶难点不在于这个
2022-02-08,油车智能化可不差吧
2022-02-08,新能源最多就是好控制车辆，但这不是自动驾驶的难点。新能源和科技智能化没有关系
2022-02-09,聘个司机就L5
2022-02-09,电车问题
2022-02-09,这是伦理问题，和人有关，与自动驾驶无关
2022-02-09,小看深度学习了，有6万辆L4实测车，超算很快学会如何处理
2022-02-09,测试的自动驾驶事故率，和人工驾驶的事故率比较，谁高？
2022-02-09,人工驾驶车遇到这样的问题，怎么办呢？
2022-02-09,什么破节目
2022-02-09,电车难题能难住电车吗？
2022-02-09,最优解;牺牲当前车内人员
2022-02-09,飞虎是啥
2022-02-09,机器人比那些没素质的司机好多了
2022-02-09,有点扯，自动驾驶和驱动方式有啥必然联系？
2022-02-09,驾驶辅助系统不等于自动驾驶
2022-02-09,你们真的是专业的媒体么 我笑了
2022-02-09,自动驾驶都没刹车吗
2022-02-09,前面几句就是屁话，吓唬谁？以为观众都不知道代码有权重比？安全大于一切，OK？
2022-02-09,懂车帝的视频质量开始向百家号看齐
2022-02-09,大家别急，华为来了
2022-02-09,一点都不严谨咯
2022-02-09,道路数据，危
2022-02-09,能不能说清楚，现在哪有自动驾驶，全是辅助驾驶
2022-02-09,太扯了，关了
2022-02-09,看好自动无人机，需要一定门槛
2022-02-09,还有谁
2022-02-09,这些都是碰撞前就推出系统好吧，让驾驶员接管了
2022-02-09,目前不是全自动驾驶，只是自动驾驶，是两个概念好吧
2022-02-09,鬼探头了解下
2022-02-09,非蠢即坏
2022-02-09,下架吧   这个视频
2022-02-09,因噎废食吗
2022-02-09,比亚迪汉？ 
2022-02-09,扯淡么。。。这
2022-02-09,自动驾驶的未来一定是所有的车辆都使用自动驾驶，人才是最不可控的
2022-02-09,这两句话有联系么？
2022-02-09,说的我能活到L5出来一样
2022-02-09,辅助驾驶是自动驾驶？
2022-02-09,更多离谱的车祸这话说的不对吧。。。
2022-02-09,做好了去世的准备
2022-02-09,撞校车，因为一般合格的校车都是比较坚固
2022-02-09,emmm 在未来“过渡期”需要买G55这类车 保安全了
2022-02-09,人家还有后台监视着，必要时刻可以远程遥控驾驶
2022-02-09,选择自己撞车，那我肯定不会买这辆车
2022-02-09,这哥们就是贩卖焦虑的经典案例
2022-02-09,这哥们有点水啊
2022-02-09,自动驾驶的国标都出来了 为什么还用sea的标准？
2022-02-09,这辈子都别想L5
2022-02-09,一切。。。。。。
2022-02-09,那叫辅助驾驶好吧
2022-02-09,这种现阶段人也避免不了
2022-02-09,传导器还行，写文稿的没上过工科大学吧
2022-02-09,无良销售可以把自动辅助驾驶称呼为自动驾驶，你也这么认为？
2022-02-09,下架吧，自动辅助驾驶或智能辅助驾驶不等同于自动驾驶
2022-02-09,只要都用自动驾驶，原则上就没啥车祸了
2022-02-09,极狐 介于L3 和L4之间
2022-02-09,工程伦理呗
2022-02-09,汽车必须遵循法规，让速不让道。不然就是自动驾驶开发人员以故意杀人罪处理！
2022-02-09,如果交通规划本身不合理不科学怎么办呢？
2022-02-09,或许会高一纳米，但自动驾驶难点不在于这个
2022-02-09,油车智能化可不差吧
2022-02-09,新能源最多就是好控制车辆，但这不是自动驾驶的难点。新能源和科技智能化没有关系
2022-02-10,我选择弹射座椅
2022-02-10,聘个司机就L5
2022-02-10,电车问题
2022-02-10,这是伦理问题，和人有关，与自动驾驶无关
2022-02-10,小看深度学习了，有6万辆L4实测车，超算很快学会如何处理
2022-02-10,测试的自动驾驶事故率，和人工驾驶的事故率比较，谁高？
2022-02-10,人工驾驶车遇到这样的问题，怎么办呢？
2022-02-10,什么破节目
2022-02-10,电车难题能难住电车吗？
2022-02-10,最优解;牺牲当前车内人员
2022-02-10,飞虎是啥
2022-02-10,机器人比那些没素质的司机好多了
2022-02-10,有点扯，自动驾驶和驱动方式有啥必然联系？
2022-02-10,驾驶辅助系统不等于自动驾驶
2022-02-10,你们真的是专业的媒体么 我笑了
2022-02-10,自动驾驶都没刹车吗
2022-02-10,前面几句就是屁话，吓唬谁？以为观众都不知道代码有权重比？安全大于一切，OK？
2022-02-10,懂车帝的视频质量开始向百家号看齐
2022-02-10,大家别急，华为来了
